	step01	frequency_step1
19834	Simon Elias Meier	2
19835	Personal Press Project	2
19836	Őexellenciája rendkívüli és  meghatalmazott  nagykövet	1
19837	Bielik István	8
19838	László-Kiss Dezső	8
19839	Professor Jane Pavitt	2
19840	Bori Om	4
19841	Szatmári Gergely	23
19842	Ádám Andrea	1
19843	Csáki	2
19844	a Széchenyi Irodalmi és Művészeti Akadémia Miskolci Területi Csoportjának elnöke	2
19845	Hetedik Műterem	2
19846	Hegedüs Gyöngyi	2
19847	Iv.Particum Biennálé	1
19848	beszélgetések	5
19849	Salamon Júlia	38
19850	Eugen Brikcius	5
19851	Széplaky Gerda esztéta Audio-Loop: Üveges Péter	2
19852	Olekszij Radinszkij	2
19853	Marek Wasilewski	1
19854	Dla	5
19855	Jelena Paviæiæ Vukiæeviæ a zágrábi polgármesteri hivatal megbízottja	2
19856	Josef Dabernig	2
19857	Horváth R. Gideon	9
19858	Buda Gábor	18
19859	Max Bill (Ch)	1
19860	a Fotóporta 2014 fődíjasa	2
19861	Kotun V. L.	2
19862	Erica Scourti	2
19863	Gary Justis	2
19864	Szekeres Alexandra	4
19865	Palya Bea	4
19866	Pácser Attila fotográfus	2
19867	Surányi Miklós	23
19868	Dömsödi Levente	2
19869	Fordulatiroda	2
19870	Vedres Ágnes	2
19871	Veronika Dirnhofer	2
19872	dr. Szijártó Zsolt.	2
19873	Brezina Zoltán	2
19874	a Körülöttünk. Nemzeti Szalon 2017 kiállításon	1
19875	Tamási Claudia	12
19876	Fenyvesi Ottó	2
19877	Bardon Barnabés	2
19878	Szabó Éva Eszter	8
19879	Kis-Róka Csaba	1
19880	Balázs Elisabeth Angyalka	2
19881	Hann Ferenc művészettörténész	1
19882	Szkárosi Endre költő	4
19883	A Budapesti Műhely és Kozma Lajos	1
19884	kecskés péter	2
19885	Vázsonyi János	4
19886	Urbán Tibor képzőművész	2
19887	Yane Calovski & Cosmin Pop	2
19888	Giorgos Vogiatzakis	2
19889	Daniela Patti	2
19890	Kata Valami	2
19891	Gerber Pál képzőművész	6
19892	Kónya Réka	1
19893	Junghaus Tímea	12
19894	Anna B. Wiesendanger	4
19895	Sebeök János	1
19896	Rechnitzer Zsófi	29
19897	Klara Hobza	2
19898	Olof Bandh	2
19899	Both Gabi és Darvas Kristóf zenél	2
19900	Szabó Attila Sándor	2
19901	Philipp Hoch	2
19902	Mécs Miklós főz	2
19903	Horváth Daniel	2
19904	Szabó Franciska	13
19905	Őze Áron	2
19906	Orosz Csaba	24
19907	Topor Tünde művészettörténész	4
19908	Zongor Veronika	1
19909	Dr. Csevár Antal	2
19910	Octavio Herrera (Yv)	4
19911	stván Kovács / Berlini Magyar Tv	2
19912	Téreltérítés Munkacsoport	7
19913	Documenta 11 - Tatai Erzsébet előadása	2
19914	Oliver Laric	4
19915	Voytenko Ganna	9
19916	Ván Janka	6
19917	Szegedy Maszák Zoltán	3
19918	a Capa Központ szakmai igazgatója	7
19919	Christina Werner	3
19920	egyetemi docens (Mome). Molnár Zoltán	1
19921	a Magyar Képzőművészeti Egyetem rektora	9
19922	Surnovszky Panna	3
19923	Daniela Comani	2
19924	Kertész	2
19925	Vidovits Iván	2
19926	Halmy-Horváth István	1
19927	Odoni Alessandra	2
19928	Ughy Szabina	3
19929	Varga István	2
19930	Matthias Trager	1
19931	Adina Mocanu	2
19932	Nagy Zopán fotográfus	3
19933	Hanna Uggla (Finland)	2
19934	Alexander Tinei	26
19935	Város központ nélkül	1
19936	Béli Ádám	1
19937	Vollmuth Krisztián és a Vulgár Projekt	2
19938	Ivars Gravlejs	1
19939	Jakub Pisek	2
19940	osztrák	1
19941	Kipp Eva (Nl) • ifj. Koffán Károly • Koppány Attila • Koroknai Zsolt • Krnács Ágota • Láng Eszter • Lévay Jenő • Lonovics László • Lux Antal • Magén István • Nagy Bernadett • Németh−Kassa Gábor • Olajos György • Ország László • Papp Pala László •	2
19942	Vasvári László Sándor	12
19943	Buda Ferenc	4
19944	Cho Minsuk	2
19945	Visegrád Visibility Art Group	2
19946	Jaros³aw Barto³owicz	2
19947	Michel Carmantrand	3
19948	Keppel Márton	11
19949	Ruben Brandt	2
19950	Az eseményt megnyitja: Šwierkiewicz Róbert és Szkárosi Endre	2
19951	Klaus Neuman-Braun	2
19952	A 13. Velencei Építészeti Biennálé magyar kiállítása	2
19953	Tari Zsófi	1
19954	Vera M	1
19955	Bazsányi Sándor irodalomtörténész	2
19956	Komoróczky Tamás-Szőnyi András	1
19957	Sárai Borbála	1
19958	Fantin-Latour	1
19959	Nemzetközi Független Kortárs Zenei Találkozó	2
19960	Dr. Gerlinde Schrammel	4
19961	Dobó Katalin	6
19962	Yvonne Jenter	3
19963	Ducsi Judit	2
19964	Bende Anna	2
19965	Zbigniew Zamachowski	3
19966	Joachim Smetschka	6
19967	Tóth Eszter	27
19968	Alfredo Cramerotti	2
19969	Sanna Harkonen	4
19970	Ruxandra Demetrescu	3
19971	Csutoros Sándor	3
19972	Kozák Zsuska	2
19973	Orosz István grafikusművész	2
19974	Kristóf Krisztián	48
19975	Nessim Galéria	4
19976	Szemző Tibor	23
19977	Heath Bunting	2
19978	Suresh Sharma	2
19979	Gary Hume	11
19980	Nagy István	12
19981	Mke Képzőművészet -elmélet szak másodéves hallgatói	2
19982	Ian Berry	1
19983	Helena Musilová	1
19984	közreműködik: Barkóczi Noémi gitár	2
19985	Tolvaly Ernő Munkácsy díjas festőművész	1
19986	irodalom	2
19987	Nvda	4
19988	Sziurcsik Erika	2
19989	Aki Kaurismäki	1
19990	Olja Triaška	2
19991	X-Y	2
19992	Herendi Péter  ▪ Gábor Éva Mária	2
19993	Rainer Péter	4
19994	Maria Hanl	2
19995	Klaniczay Júlia	3
19996	Stefanos Tsivopoulos	2
19997	Leon Spek (Nl)	2
19998	Igor Basakov	4
19999	Rudolf Hervé	2
20000	Nan Goldin	3
20001	Giulia Giambrone	2
20002	Papachristos Andreas	4
20003	A kiállítást megnyitja és a „A kép mint a művészi vízió teljessége. Bevezető Németh János festészetéhez” című könyvet bemutatja: N. Mészáros Júlia művészettörténész	2
20004	Leonardo Nobili	2
20005	Kósa Gergő	2
20006	Khoór Lilla házigazda	2
20007	Tóth Andrej	16
20008	Netherlands Media Art Institute - Montevideo/Time Based Arts	2
20009	Thypus	2
20010	Balog Zoltán református lelkész	2
20011	Kézdi Anna	2
20012	Varga Judit	1
20013	Gaál József festőművész	3
20014	Hubert Schmalix	1
20015	Tóth Evelin énekesnő	2
20016	Horváth Péter	7
20017	m?vészeti író	2
20018	Christa Wenzl	2
20019	Matisz Richárd	4
20020	Fabrícius Anna	2
20021	köszöntőt mond Leele Välja	2
20022	Csonka Petra	2
20023	Vom Grill	2
20024	Gáspár Gyula	2
20025	Siegfried Zielinski	4
20026	Ámos Imre	20
20027	Standeisky Éva történész	2
20028	Szokolay Béla kiállítása	2
20029	a Dubuffet Alapítvány igazgatónője	1
20030	Nicolas Schöffer	18
20031	Szőnyeg-Szegvári Eszter művészettörténész	2
20032	Barbora Horska	2
20033	Melih Sarigöl	2
20034	Csernatony Lukács László	2
20035	Simon Debóra Eszter	2
20036	Christopher Long	2
20037	Leonid Bazhanov	2
20038	Éliás Ádám	4
20039	Paul és Helene Panhuysen	3
20040	Tóth Lóránd	8
20041	Magén István	15
20042	több száz alkotó	1
20043	a Soros Alapítvány Igazgatója	2
20044	Bosch és Fjord	2
20045	Székely Sebestyén György	4
20046	Butak András m.v	2
20047	Márki Zsuzsi	2
20048	Juhász Dóra festő	2
20049	Estela Torres	1
20050	Peterdi André	2
20051	Bogyay Katalin	2
20052	Jesper Nordahl	2
20053	Stefano Calligaro	2
20054	Bruno Barbey	2
20055	Zólyom Franciska művészettörténész	2
20056	Danku Dorottya	2
20057	Moderator: Szabics Agnes (kepzomuvesz)	2
20058	Bod László	2
20059	az L1 Egyesület művészeti alelnöke	3
20060	Fekete Géza Péter	6
20061	Ábris Gryllus	2
20062	Ughy Szabina költő	4
20063	Halas Dóra	2
20064	Módos Gábor fotóművész	1
20065	Barta Lajos	5
20066	Bartina Néptánc Egyesület	2
20067	Fazekas Levente	17
20068	Michal Štofa	2
20069	Toni Franovic	1
20070	Bertram Jesdinsky	2
20071	Pintér Éva	4
20072	Cséffai Györgyi	2
20073	Ivana Meštrov)	2
20074	Haranghy György	2
20075	Nagy Juli	2
20076	Feledy Botond	4
20077	Kovács Johanna	3
20078	Martin Gábor	2
20079	Olga Tobreluts	7
20080	Zirczy Judit	2
20081	Horvát Helén Sára	8
20082	Hans Schabus	2
20083	Rineke Dijkstra	6
20084	Rotterdam	3
20085	Jean-Paul Renko	1
20086	James T. Hong	4
20087	Nia Martos	2
20088	Nannette Vinson (Us/Hu)	2
20089	Magyar Látvány-	2
20090	John Smith	2
20091	Nagykáta-Erdőszöllői Nemzetközi Művésztelep	3
20092	Balogh Gallusz	2
20093	Debbie French	2
20094	Piars Tomasz	8
20095	Magyar Elektrográfiai Társaság	9
20096	Szabó Ádám szobrászművész	1
20097	Ana Vujanović	2
20098	Alfredo Barsuglia	12
20099	Olga Tobreluts Új mitológia c. kiállításán	2
20100	Sony Magyarország	2
20101	Gödöllői művésztelep alkotói 1901-1920	2
20102	Hornyik Anna Manna	2
20103	Iguchi Toshino	1
20104	Az Osztrák-Magyar Monarchia festészete és a Műcsarnok	2
20105	BK-Fabrics	1
20106	Ghyczy György	9
20107	Kövesdi Henriett	1
20108	Dr. Bárándy Péter volt igazságügy-miniszter	1
20109	Halász Tamás kritikus	2
20110	Supalife artist selection	1
20111	Hajdu István:	1
20112	Rezsonya Kata	2
20113	Bendegúz Batke	2
20114	Szlabej Zoltán	2
20115	báró Mednyánszky László	1
20116	Bernadett Breszkovicz	2
20117	Pándi Ba	2
20118	Róna Jutka	1
20119	Kishonthy Zsolt művészettörténész	6
20120	A Magyar Képzőművészeti Egyetem Festő Tanszékének oktatói és hallgatói	2
20121	A Magyar Képzőmìvészeti Egyetem festőszakos hallgatói	3
20122	Zrínyi Orsolya	2
20123	Staffan Carlsson budapesti svéd nagykövet és Rasmus Waern építész	1
20124	Mártha Albert	4
20125	Szüts Eszter	12
20126	Lantos Edit	1
20127	Egri Mária művészettörténész	2
20128	Lélia Wanick Salgado	1
20129	Ádám Zoltán...	1
20130	Malinovka	2
20131	Andok Tamás	3
20132	Dabi István	5
20133	Vladár Csaba	2
20134	A Nemzetközi Fényműhely tagjai	2
20135	Kincses Károly	78
20136	Anna Alm  Finnország	2
20137	Gróf Ferenc (ex-Société Réaliste)	1
20138	Neurotic	2
20139	Ewan McGregor: Amerikai pasztorál	1
20140	Mednyánszky René László	2
20141	Volf Roitman (Rou-Ra)	4
20142	Mke szobrász hallgatók	2
20143	Fekete - Horváth Erika	2
20144	Közreműködik: Márkus Tibor jazz-zongorista	3
20145	Újirány C	2
20146	Balog Anita	3
20147	Sunya	2
20148	akadémikus	9
20149	Máthé Krisztián	1
20150	Kecskés Péter képzőművész	2
20151	az Mta főtitkára	2
20152	Carolle Benitah	2
20153	Maria Friberg	2
20154	Kishonthy Zsolt	41
20155	nemes márton	2
20156	Kiss Andor	2
20157	Erdélyi Emese	10
20158	Nemes Csaba és Szépfalvi Ágnes	2
20159	Tanja Boukal	2
20160	Keserü Katalin művészettöténész	1
20161	Gavrucza Tibor	4
20162	Tökmag Publishing	2
20163	Jóry Judit művészettörténész	4
20164	Kis Róka Csaba	61
20165	Biciklus katalógus	2
20166	Alissa Nirgi	2
20167	Mulady Brigitta	1
20168	Sebastian Baden	1
20169	Adolphe Goupil	2
20170	Fehér Zoltán	4
20171	Johannes Odenthal	2
20172	Paksy Zoltán	2
20173	Patrizia Dottori	2
20174	Cselle Judit tervezőgrafikus	2
20175	Rudolf Frieling	2
20176	Lossonczy Tamás	16
20177	Sejben Lajos	4
20178	Marianna Oklejak	1
20179	Tomas Krivocenko	2
20180	Aykan Safoğlu	9
20181	Chto Delat? / What is To Be Done? (Rus)	2
20182	Budapest Galéria	4
20183	Füzesi Heierli Zsuzsa	5
20184	Egri Orsolya	2
20185	Jaskó Bálint	2
20186	Hannes Böhringer	4
20187	Nagy-Kardos László	2
20188	Cristian Tirnovan	2
20189	Őexc. Dr. Duduzile M. Khoza nagykövet asszony	2
20190	Háy János	4
20191	Kozma Éva	2
20192	Anna-Luise Lorenz	2
20193	Immendorff  Jörg	2
20194	Agnieszka Kowalska	1
20195	Czimbalmos Márta	2
20196	Galériaprogram	10
20197	Kozmata Ferenc	2
20198	Ivan Iliæ	1
20199	Maxim Gorkij: Makar Csudra	2
20200	Daniel Spoerri	10
20201	Horváth Zita	2
20202	összetett kulturális-idegenforgalmi célú megújításának tervezésében részt vevő építészek és /társ/művészek.	2
20203	Molnár László	6
20204	Molnári Mariann	4
20205	Emődi Attila	1
20206	Dunai Beáta	6
20207	Dénes Á. D. - Navratil J.	2
20208	D.Udvary Ildikó	2
20209	Katja Kollowa	2
20210	Nagy Edina  esztéta	2
20211	Kasso (Kassowitz Félix)	2
20212	Hamarits Zsolt - Steiner Villő	2
20213	Megfagyott emlékek	2
20214	horgász	1
20215	Paul Schrader: A hitehagyott	2
20216	Győrfi Gábor (Hun)	2
20217	Botos Péter	8
20218	Biró Ildikó	1
20219	Oszvald Tamás	2
20220	válogatás a Várfok Galéria művészeinek munkáiból	2
20221	Lukács Nóra	2
20222	Lakatos Sándor Pál	2
20223	Gulyás Judit	1
20224	Jenny Kendler	2
20225	Grzegorz Pabel	1
20226	Házas Nikoletta	2
20227	Tana-Kovács Ágnes előadóművész	2
20228	a Székesfehérvári Egyházmegyei Múzeum igazgatója	1
20229	Diy workshopok Kozma szellemében	2
20230	Barakk csoport	4
20231	Entz Sarolta művészettörténész	4
20232	Molnár Beatrix	2
20233	Rohmann Ditta gordonkaművész	2
20234	Joost Rekveld	2
20235	Rónyai Balázs (Mome ANIM-Essemble	2
20236	Andy Holden	4
20237	Kováts Gergő - szaxofon	1
20238	Takács Ágnes	13
20239	Bondor Csilla	46
20240	Keserue Zsolt - David Moises	2
20241	Lenkey-Tóth Péter festőművész	2
20242	Kovalovszky Daniel	2
20243	Brassai	7
20244	Gnandt Ferenc	2
20245	Szolnoki József	46
20246	Szőke Annamária művészettörténész	1
20247	Maki Stevenson	2
20248	Bukta Norbert	2
20249	Nicolas Prodpocky (Sk)	1
20250	Jófejű István	2
20251	3Tcsoprt (Nszk)	2
20252	Bori Bálint	8
20253	Jan van der Pol	1
20254	nemmivoltunk crew:	1
20255	Rózsa Péter	4
20256	Linus Riepler	2
20257	Székely Judit	2
20258	L. Kabai Lóránt költő	2
20259	Lanczkor Kitti	2
20260	The Bluesoup Group  Dmitryi Logutov	2
20261	Nyilassy Lili	2
20262	Sárkány Győző grafikusművész	2
20263	Ká Zoltán	2
20264	Andráskó Péter	2
20265	Almásy Ottilia festőművész	2
20266	Nemes Attila kulturális közvetítővel	2
20267	Vida Kriszta	4
20268	Antonio Ria	2
20269	Blaskóné Majkó Katalin	4
20270	Márta István zeneszerző	1
20271	Barkóczi István	4
20272	Koncz István	6
20273	Erik Mátrai	2
20274	Bogdán Mária médiakutató	2
20275	Petró Petra	2
20276	Alice Druedling and Joe Scorsone	2
20277	a Műcsarnok vezető kurátora	2
20278	közepes képzőművész	1
20279	Lipóczki Ákos	2
20280	az Elte Japán Tanszékének vezetője	1
20281	Performance: Széphegyi Szilvi	2
20282	Pál Tamás	7
20283	Mona	3
20284	Francoise Gilot	2
20285	Krnács Ágota	22
20286	Karsai Gábor	2
20287	Török Aliz	2
20288	Kőrös János	2
20289	Műhely Alapítvány	2
20290	Ai Wei Wei	2
20291	Süli István	2
20292	Lovas Cecília	2
20293	Gerendi Anikó	1
20294	Cseke Szilárd	57
20295	Bp.Szabó György	4
20296	Intermédia tanszék	1
20297	Katarina Zdjelar	2
20298	yonderboi	2
20299	Megyik János  Nagy Karolina	2
20300	művészetkritikus előadása	2
20301	építész	13
20302	Thobias Fäldt	2
20303	Heba Amin	2
20304	Pereszlényi Rolland	1
20305	Józsa Bálint	4
20306	Boros Mik­lós János	2
20307	Tóth Norbert a Kínai Szépművészeti Múzeumban rendezett kiállítás kurátora	1
20308	Pacsika Rudlf	2
20309	Denis Kraskovic	1
20310	Kis Kata Linda	2
20311	Fekete András  Flanek Péter	2
20312	Dezső Tamás	7
20313	Katarina  ©eviæ	2
20314	Földényi F. László esztéta	2
20315	Nemes Bettina	1
20316	Schuller Judit Flóra	30
20317	2014	2
20318	Bojana Stamenkovic	2
20319	Judit Kurtág	7
20320	Mészáros Flóra	2
20321	Julie Usel	2
20322	igazgatója	2
20323	S. E. M. Philippe Zeller	1
20324	Johan van der Keuken	2
20325	19h Kiállításmegnyitó: 12+1	2
20326	vj Fekete J.	2
20327	Várady István	4
20328	Csillag Edina	2
20329	Hidvégi Éva	1
20330	HaHa moderatorok	2
20331	Marilou Lemmens és Richard Ibghy	1
20332	Kovács Ágota Júlia	2
20333	társkurátorok: Pinczehelyi Sándor	2
20334	M. Páll Zoltán	4
20335	Khoór Lilla - Kriza Bori	2
20336	Bérczi Zsófia	6
20337	Józef Szajna	2
20338	Ciprian Mureºan	2
20339	Kamondy Imre	4
20340	Dr. Heller Ágnes akadémikus	1
20341	Svéda Dóra	9
20342	Sáry Bánk zeneszerzővel	2
20343	Vadim Fi¹kin	1
20344	Wolfgang Seierl	2
20345	Simonyák Borbála	2
20346	Balázs Nóra	2
20347	Soybot	2
20348	Usa - Howard M. Christopherson	2
20349	Mona Oates	2
20350	Takács Péter műgyűjtő	2
20351	Varga Péter	4
20352	dr. Szabó Júlia művészettörténész	2
20353	Horváth M Zoltán	2
20354	Sőrés Zsolt és a Budapest Photography Review programja	2
20355	Gálig zoltán	1
20356	Sunit Ghildiyal	2
20357	Gál Florentina	2
20358	Amy Weston	2
20359	Kovács Emese	4
20360	Karosi Imre újságíró	2
20361	Szilágy Sisso Szilvia	2
20362	Sipos Levente	2
20363	Lisl Ponger André J. Raatzsch	2
20364	Hajdu Szabolcs rendező	2
20365	Áfrány Gábor médiaművész	2
20366	Amadeus	2
20367	Vinkler László	2
20368	Ilir Kaso	1
20369	3D Statues - Pixel Art. Minecraft tutorial	2
20370	Nikolaus Gansterer	2
20371	Neményi Zsolt	2
20372	Mats Adelman	2
20373	Leo Linscheer   Holland Kulturális Attasé	2
20374	Jiri Kolar	2
20375	moderator (HaHa	2
20376	Alexa Hoyer (De/Us)	2
20377	Felvidéki Miklós	3
20378	Germán György	2
20379	Yimou Zhang	2
20380	Novotny Tihamér	28
20381	Gutema Dávid	14
20382	Alfredo Barsuglia (A)	2
20383	Kocsis Krisztina	2
20384	Musica Moralia	3
20385	Magnum	2
20386	Angel Orensanz	2
20387	Jovanovics Tamás	22
20388	Janek Tomza	1
20389	professor emeritus Fekete György	2
20390	Veszprémi Imre	2
20391	Alan Bulfin (Ei)	3
20392	Pavel Hayek	3
20393	Bakonyvári Ágnes	3
20394	Dr. Pásztor Emília	2
20395	Vályi Csilla csellóművész	2
20396	Skultéti Ilona	2
20397	Antwerpen) előadása	2
20398	Kopócs Tibor	2
20399	Ozoli Iza	11
20400	Sulyok Miklós művészeti vezető	1
20401	Bándy György	2
20402	Dárday István	1
20403	Dr. Ursula Helg művészettörténész	1
20404	Stanislava Gagacová (Sk)	2
20405	Új kolumbiai festészet	2
20406	Jakatics-Szabó Veronika	52
20407	Deli Anett	9
20408	a Tarkovszkij – Emlékek tükre című kiállításon	1
20409	Serediuk Peter	2
20410	Megyeri Barbara	4
20411	Jónás Attila	4
20412	Paulo Moreira	2
20413	Szellemi ösvények az új évezredbe	2
20414	Kiscsatári Marianna	2
20415	Jiri csernicky	2
20416	Balla Vera	3
20417	Peter Bankov	2
20418	Balogh Géza	2
20419	Thuróczy Szabolcs	2
20420	Varga Mátyás Osb  esztéta	2
20421	Nagy Angéla	2
20422	B. Szabó Veronika	2
20423	Lenkes Ildikó	8
20424	Székhelyi József	2
20425	Virág Ágnes	5
20426	Bartalus Ildikó...	2
20427	Kéri Judit (H/A)	1
20428	Dj Palotai / Yonderboi	1
20429	Elisabeth Wedenig	2
20430	Szirmai Anna Linda	2
20431	Bozóki András kulturális miniszter	1
20432	Matthias Weischer	5
20433	Fia-Stina Sandlund	2
20434	Sárkány József művészettörténész	2
20435	Gaul Emil (Moholy-Nagy Muveszeti Egyetem)	2
20436	Ottavio Taranto	2
20437	SzabadTánc c. kiállításán	2
20438	a British Council igazgatója	2
20439	Nagy Sarolta	1
20440	Janis Jefferies & Tim Blackwell (Gb)	2
20441	Block Csoport	9
20442	Szoboszlai Lilla muzeológus (Déri Múzeum	1
20443	a kiállítás kurátora és producere	2
20444	Kevin van Braak	1
20445	gr. Batthyány Gyula	3
20446	Sebastian Bieniek	2
20447	Jól ismert és csaknem elfeledett kelet-közép- és nyugat-európai  illetve amerikai alkotók	2
20448	Niklai Judit	15
20449	Kristina Norman és Jan Elantkowski beszélgetése	2
20450	Ziggurat Project	2
20451	Ferenczy Zsolt képzőművész	3
20452	gépészmérnök	1
20453	Krétakör	2
20454	A megnyitón a kiállító művészek vidám zenés tárlatvezetést tartanak!	2
20455	Jean-Jacques Lebel	6
20456	Németh Mária	2
20457	Mariuca Covrig	2
20458	Füredi Zoltán	2
20459	Pierre Vadi (Ch)	2
20460	Priscila Fernandes	2
20461	május 17. éjfél	2
20462	Saverio Cecere (Yv)	4
20463	Gergely Mariann	5
20464	Ádám Zoltán és Várnagy Tibor	1
20465	nemzetközi csoportos kiállítás	7
20466	Láng Eszter festőművész	2
20467	Várnai Péter	2
20468	Wiss csapat	1
20469	Bányay Anna grafikusművész	1
20470	Marián Pauer	6
20471	Octavio Alimudin	2
20472	Tóth Antal	2
20473	Nagy T. Katalin	63
20474	Nagy Martin	2
20475	Erdőháti Melinda	2
20476	Bátai Sándor kiállítása	2
20477	Matt Bryans (Gb)	2
20478	A Finn Építészeti Múzeum /Helsinki/ kiállítása	2
20479	Szilágyi Jéger Teréz	2
20480	Prof. Hilde Léon	1
20481	Pär Viktor Hjalmarsson (Sweden)	2
20482	Gyurcsovics Mihály	3
20483	Keresztes Tamás	1
20484	Sarah Lucas	4
20485	Galambos Ádám evangélikus teológus	2
20486	Rosendo Vega	2
20487	Bánkuti András	21
20488	Stane Jagodic	2
20489	a párizsi Musée National d’art moderne	2
20490	Michel Gondry	2
20491	international group show	2
20492	Orosz Ákos	2
20493	Pécsi és Pécshez kötődő szobrászművészek	2
20494	Zach Blas	4
20495	Kiállításmegnyitó és díjátadó	2
20496	Yengibarian Mamikon	12
20497	Solti Gizella textilművész	4
20498	Elena Damiani	2
20499	Körösvölgyi Zoltán művészettörténész	2
20500	turbulensegyüttes	2
20501	Sinka Anikó	4
20502	A Hajdú-Bihar Megyei Építész Kamara tagjainak jubileumi kiállítása	2
20503	Székely Annamária	12
20504	levéltáros	1
20505	Sepsiszentgyörgy	1
20506	Haris László	27
20507	Szaf (Szájjal és Aggyal Festők Világszövetsége)	1
20508	Mare Tralla	2
20509	Jonas Burgert	2
20510	Gerzson János	2
20511	Interkulturális T.	2
20512	Krausz Dániel Csaba	4
20513	Huszárik Zoltán	5
20514	Hortense le Calvez (F)	2
20515	Székely Bertalan	1
20516	Pintér Balázs - szobrászművész	1
20517	Nagy Otília	1
20518	Vera Vera	2
20519	Boldog Vince	3
20520	a tárlat kurátora	2
20521	Zsigmond Attila főigazgató	2
